path,bytes,sha256
data/raw/official_sources/assembly_pres_2025_context/explicit_target_context_weekly.csv,1305359,68044450e2ee25a2d9caf74e99ee863d01039baad2ce852baacabd53be7d3100
data/raw/official_sources/assembly_pres_2025_context/manifest.json,3003,873a5bdae1a5d3dd7284253a98d473ee0b867f43e98fcf312c8ca9caec4c8264
data/raw/official_sources/assembly_pres_2025_context/model_candidate_issue_link.csv,11520,68d4537846722d251d059a9fb5a8ed6f7d7a9fb322bc5f1084ecf74734aed440
data/raw/official_sources/assembly_pres_2025_context/model_issue_salience.csv,298491,f1688998f5090d6325fde1813b8063880b772925ed1cc6fc05de8ff39685523d
data/raw/official_sources/assembly_pres_2025_minutes/assembly_stance_rows_2025_h1.csv,34987282,5381ea34d0081ed4bb838ea2c2ba6a2721c745a94c510d4143994bf4a576a4e4
data/raw/official_sources/nec_assembly_district_history.csv,1940549,12744cb873dd84d53d0c54e1873564d62d0c7f32623388b3555ca77df59dfa0e
data/raw/official_sources/pres_2025_candidate_registry.csv,2081,27cead6ccd7baac0e370c00c4fb37a8c0d24e77bf0ae9bd551561f44491350e8
data/raw/party_lineage_transitions.csv,764,d2831907e77b037eb6f880f4c7494fbe36bf4ece1956889d4d4b569f8fd009d6
outputs/active_presidential_nested_v25/nested_predictions.csv,668119,218e5d6c732f65c5c9259b38aabff0f381f2df9ced970a136d1a954a2fb51a1b
outputs/active_presidential_nested_v25/summary.json,9089,3efd17048ad7f5c5b0bd0c43e560fd482f4bbbe48fa5807a7b40647f67d4b451
outputs/automatic_controls_v23/regional_alignment_with_policy.csv,961,d79a4e3590cdd4dae192cf37bbdd3e2f5755482d54d74f1502890da7ff9a445b
outputs/footprint_candidate_base_v9/candidate_regional_base.csv,10346,99354ce51a21a5350f7d90bdaf1f449817b870bc86287ccfb61ea77d6aaa4cc2
presidential_issue_engine/automatic_controls_v22.py,26559,2cf32c5d6ff6b9cad84389844356014111d41f3e665d2647247a9e60312f5f07
presidential_issue_engine/fixed_dataset/bloc_history_results.csv,492113,c6f3fc38fef1881182e7f53680fa87fb659eb2f9e4e6ad727603dcc610eb2be6
presidential_issue_engine/fixed_dataset/issue_context_rules.csv,1651,a35e1bc8c5fdb4fd657a54aec60ad58dc0a0b2470b138a41402518da03bda7ec
presidential_issue_engine/fixed_dataset/regions_master.csv,717,f96e3ef478377ad7d6feba7c6a9fd9c88b025a1efc0272aa3a91cfb257433fc6
presidential_issue_engine/fixed_dataset/v24/candidate_party_speech_context.csv,4665,e80dcd457af9bf73f2043f3d57794e7dc24f36c2cccb8911b93beeade94fe930
presidential_issue_engine/fixed_dataset/v24/candidate_slot_assignments_v2.csv,5608,5d55772d8e0bac20e4effc30dc629f70bb7d0762013edda50447169c3d54578a
presidential_issue_engine/fixed_dataset/v24/candidate_vote_conversion_context.csv,4424,f3b7d35742bbc049c8622c326ad0c6e7531428cbc2871c4581a8072fa35557a6
presidential_issue_engine/fixed_dataset/v24/coalition_events.csv,183,c66368d8ce23efdc11db168c7cf059dcbdc3be2091b869d1fa5b6ef595593b8f
presidential_issue_engine/fixed_dataset/v24/presidential_results_standardized.csv,33430,23ceff167ac1dd3ccf6bd530b8db35663bbe00ea9c8cf307d22de4e2b6172f7c
presidential_issue_engine/fixed_dataset/v24/scored_contest_scope.csv,2226,4e3da9ea24408976b5aa7c41b01ec70f951dac475a97e3ce1551d24bbf6e36bf
presidential_issue_engine/fixed_dataset/v24/third_candidate_lineage.csv,1637,80639f80b7d36d1d0df906ec993600d2329dce4ab416d7b13cd333836694c847
presidential_issue_engine/issue_vote_engine.py,267060,00a7afd61837714047cbaa64d83884c637d33f8161273c9ceedfd18d7cbac6ea
presidential_issue_engine/mega_issue_adjustment.py,8449,b7761dd7ddabcdf6cd531e521eaf599a38e4d8eb2d192d0e868f5a4685fb8088
presidential_issue_engine/party_regionalism_dispersion.py,5883,0d5c477bcee4716ddcd42d327cca2c51b0110ad2568e84676898c870f6276b9b
presidential_issue_engine/report/tables/v24/issue_vote_engine_nested_outer_predictions.csv,32804,72f6d0252612d2033af926d31d49283375e59a182fc0db8a68932e705c371a1d
presidential_issue_engine/report/through2022_rederived/nested_outer_results.csv,1104,6f7c5746142836c1ba9636265c8b1f561f875f9c62712abc062222f9bd2884c6
presidential_issue_engine/speech_derived_mega_intensity.py,9115,6eaea88bb7760cb49eaf24d487d993613c950ddb560a5413ec2c35918581921f
presidential_issue_engine/strong_incumbent_veto.py,13159,c6336784e37877cd13f4315366ba65e6ff081a7c54df2cfc89cce059b2339072
presidential_issue_engine/third_candidate_lineage_constraint.py,9106,a247c670aa61859ab3adb5fa5d5be9f36df36cf1569762f0e99702dba334016f
presidential_issue_engine/third_share_dispersion_expansion.py,6798,3629948189610dcab859a9966f717f1e66c6554225cc5ebe214a786593c7bd71
presidential_issue_engine/weak_same_lane_refusal.py,9990,b4cdd30459544c6433ec376b0e5bbe6f0284d00cc4304bfa4989456985c7717a
scripts/build_candidate_party_speech_context.py,8393,e2c5b3f729bbb126277c87e354381e9df62be8d3d86b91a8acc4736d62484cf5
scripts/build_speech_derived_candidate_context_v2.py,10357,c0fda089caceb097aaec2c2bd0c2f9a8709bb60e88e2d9becea57c53f9320d2d
scripts/build_speech_derived_issue_context.py,23832,652e5bb635b3ec7e27c8fe9ecf2ce267b3c1644c613a53ab2f7d98ecdbc8853d
scripts/extract_assembly_speaker_issue_matches.py,24848,1a69fea89bf9ffed43a30178a44b20f4d25214fba8fc14f2bc4d99c3471b9b5c
scripts/run_active_presidential_model_v24.py,14487,bc3787374e3805e33b0667749b83b25dc9fe699f5e22896b0c15f9a533ec3e09
scripts/run_active_presidential_model_v25.py,19837,c38eb33635790a26fd0f8b88a2d5395766afdd946cbd161602238ae1cc9dc511
scripts/run_active_presidential_model_v27.py,3420,9945dc3a1de223128b8ba85f03eadba8f41adccf0081eb627934a09c51d5df34
scripts/run_active_presidential_model_v30.py,7153,ddc8c17a2ef7ae0454862ed53821038aef9aadf8a6c58a027340350b38611f2e
scripts/run_prospective_forecast.py,105369,d8ccb522fa4bc8e28e4c031f7bbe969c0a2e0d10775e85e413cbc5bc71e8e020
scripts/run_prospective_forecast_v27.py,4638,88a0253a7e72b1bc95a4eecb2ae59b1451ff2d36cb2a83664cbe50a7c861bb71
scripts/run_prospective_forecast_v30.py,4360,075664ad25eb9a6f96764c73871b661e3bb4519007b149b57d350b581343c138
src/election_forecast/features/issue_matcher.py,12344,55801ddb6b19eee016b38d4fec43027aea9e5df3c53070fcac4f7a78db7cac5d
