path,bytes,sha256
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/auto_candidate_role/third_candidate_profile.csv,728,72ffd6f7ecf24cfb7e411459e248590824039ea80ce1aa1e30c2e0397c38da71
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/auto_issue_seed/candidate_issue_profile.csv,28203,ef89fc9f1c94ac641e56ad496629f847fc1fb4a6fef5bb2a48dee30d8c9c6784
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/auto_issue_seed/mega_issue_attribution.csv,869,76ce3c897ef015c9d1d1aeb086699adf6e95af648a4c15888c7cbe07abe448ef
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/auto_issue_seed/mega_issue_axis.csv,677,8f2a4a91ea917c318f470551a5ea27c51ac5acc9cf94b0ed7125a1f27c73db96
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/candidate_party_speech_context.csv,5612,65b257038ce543177f50ba6520529d300e0017643ef5969e5f7019ace66f0a9c
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/candidate_party_tone_gap.csv,13361,3a19b7c7b5485e5d186ec3c229d9f3ad4f1f931ffe782111eac249df30e49098
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/candidate_political_landscape.csv,971,137b9ce9c2ca9149259f3b18605426fedb94713b7733e39ecc05ab903c4d4b35
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/candidate_public_treatment.csv,5775,270ac5b04db8ec4b276e57c137c8848b48025ce5c89e1773861130fd8bbf21b0
data/raw/official_sources/assembly_pres_2025_context/candidate_context_v2/candidate_vote_conversion_context.csv,5341,03470cfd0b9e3fe3f434bc90510b679a71ae0309c7e3c53753a8be6b32b8355e
data/raw/official_sources/assembly_pres_2025_context/candidate_target_context_weekly.csv,546881,2d5b7d58d5eb1dd79f8b2969452b9f18524d0e53f602e1bfc761f573d46e266f
data/raw/official_sources/assembly_pres_2025_context/explicit_target_context_weekly.csv,1305359,68044450e2ee25a2d9caf74e99ee863d01039baad2ce852baacabd53be7d3100
data/raw/official_sources/assembly_pres_2025_context/manifest.json,3003,873a5bdae1a5d3dd7284253a98d473ee0b867f43e98fcf312c8ca9caec4c8264
data/raw/official_sources/assembly_pres_2025_context/model_candidate_issue_link.csv,11520,68d4537846722d251d059a9fb5a8ed6f7d7a9fb322bc5f1084ecf74734aed440
data/raw/official_sources/assembly_pres_2025_context/model_issue_salience.csv,298491,f1688998f5090d6325fde1813b8063880b772925ed1cc6fc05de8ff39685523d
data/raw/official_sources/nec_assembly_district_history.csv,1940549,12744cb873dd84d53d0c54e1873564d62d0c7f32623388b3555ca77df59dfa0e
data/raw/official_sources/pres_2025_candidate_registry.csv,2081,27cead6ccd7baac0e370c00c4fb37a8c0d24e77bf0ae9bd551561f44491350e8
data/raw/party_lineage_transitions.csv,764,d2831907e77b037eb6f880f4c7494fbe36bf4ece1956889d4d4b569f8fd009d6
presidential_issue_engine/fixed_dataset/bloc_history_results.csv,492113,c6f3fc38fef1881182e7f53680fa87fb659eb2f9e4e6ad727603dcc610eb2be6
presidential_issue_engine/fixed_dataset/regions_master.csv,717,f96e3ef478377ad7d6feba7c6a9fd9c88b025a1efc0272aa3a91cfb257433fc6
presidential_issue_engine/fixed_dataset/v24/candidate_party_speech_context.csv,4665,e80dcd457af9bf73f2043f3d57794e7dc24f36c2cccb8911b93beeade94fe930
presidential_issue_engine/fixed_dataset/v24/candidate_slot_assignments_v2.csv,5608,5d55772d8e0bac20e4effc30dc629f70bb7d0762013edda50447169c3d54578a
presidential_issue_engine/fixed_dataset/v24/candidate_vote_conversion_context.csv,4424,f3b7d35742bbc049c8622c326ad0c6e7531428cbc2871c4581a8072fa35557a6
presidential_issue_engine/fixed_dataset/v24/coalition_events.csv,183,c66368d8ce23efdc11db168c7cf059dcbdc3be2091b869d1fa5b6ef595593b8f
presidential_issue_engine/fixed_dataset/v24/presidential_results_standardized.csv,33430,23ceff167ac1dd3ccf6bd530b8db35663bbe00ea9c8cf307d22de4e2b6172f7c
presidential_issue_engine/fixed_dataset/v24/scored_contest_scope.csv,2226,4e3da9ea24408976b5aa7c41b01ec70f951dac475a97e3ce1551d24bbf6e36bf
presidential_issue_engine/fixed_dataset/v24/third_candidate_lineage.csv,1517,07207ff51ab280c8724e4f2e96887a20562e590db91b975ef6e137f1bc004046
presidential_issue_engine/report/tables/v24/issue_vote_engine_nested_outer_predictions.csv,32804,72f6d0252612d2033af926d31d49283375e59a182fc0db8a68932e705c371a1d
presidential_issue_engine/report/through2022_rederived/nested_outer_results.csv,1104,6f7c5746142836c1ba9636265c8b1f561f875f9c62712abc062222f9bd2884c6
presidential_issue_engine/strong_incumbent_veto.py,9269,7d6b13cbc590e1facd827f5c48943e6fcbc24017c92736acbc594533d1ca8ecf
presidential_issue_engine/third_candidate_lineage_constraint.py,6705,7cfdb57544cd3230ce3591d1554bb3b7be757371c9b7a8f43b008397ff0ac93c
presidential_issue_engine/weak_same_lane_refusal.py,7067,6180c1a6f4a1d6b1cdd6cebe577aeb7f03114640988baf4a0b5f91d9e75aad4d
scripts/build_candidate_party_speech_context.py,8393,e2c5b3f729bbb126277c87e354381e9df62be8d3d86b91a8acc4736d62484cf5
scripts/build_speech_derived_candidate_context_v2.py,10357,c0fda089caceb097aaec2c2bd0c2f9a8709bb60e88e2d9becea57c53f9320d2d
scripts/build_speech_derived_issue_context.py,23139,998947f965508ad78caeb15fed56dd92dc814636370c6256ac22503d7dcb0e9e
scripts/run_active_presidential_model_v24.py,14487,bc3787374e3805e33b0667749b83b25dc9fe699f5e22896b0c15f9a533ec3e09
